"","X","country","description","designation","points","price","province","region_1","region_2","taster_name","taster_twitter_handle","title","variety","winery","binned","stars"
"70",69576,"US","Rich in strawberry, raspberry, vanilla and brown sugar flavors, this 100% Pinot Noir is delicate in texture, with brisk acidity. It's a good bubbly for drinking now.","Brut Rosé",84,39,"California","Sta. Rita Hills","Central Coast",NA,NA,"Collection 35 2012 Brut Rosé Sparkling (Sta. Rita Hills)","Sparkling Blend","Collection 35","1",1
"71",60862,"US","Tastes overly soft, too sweet and hot, with berry, chocolate-covered raisin and Port flavors. Not for everyone.","Stone",82,29,"California","Alexander Valley","Sonoma",NA,NA,"Mazzocco 2008 Stone Zinfandel (Alexander Valley)","Zinfandel","Mazzocco","0",0.5
"72",86436,"Argentina","Smoky aromas of graphite, road tar and wild berry set up a wiry, full-force palate with a can't-miss beam of tartaric acidity. Blackberry and chocolaty flavors finish forward, with unabashed freshness and drive. Drink through 2019.","Reserva",91,25,"Mendoza Province","Mendoza",NA,"Michael Schachner","@wineschach","Alma de los Andes 2012 Reserva Malbec (Mendoza)","Malbec","Alma de los Andes","3",2.75
"73",69976,"US","The Southern Exposure wines come from the original Grandpere Vineyard planted well over a hundred years ago. In this expression the wine shows olive, tar brick and leather qualities and is juicy if not a touch disheveled, with a long spicy finish.","Southern Exposure",85,35,"California","Shenandoah Valley (CA)","Sierra Foothills","Virginie Boone","@vboone","C.G. di Arie 2007 Southern Exposure Zinfandel (Shenandoah Valley (CA))","Zinfandel","C.G. di Arie","1",1.25
"74",95262,"US","This is a soft white wine with sugary flavors of lemon, orange, date, nougat and vanilla candy bar.","East Side Vineyards",82,14,"California","Dry Creek Valley","Sonoma",NA,NA,"Pedroncelli 2012 East Side Vineyards Sauvignon Blanc (Dry Creek Valley)","Sauvignon Blanc","Pedroncelli","0",0.5
"75",63055,"France","Fruity, crisp, this is a classic Provence rosé. It is packed with fragrant raspberry fruits, bright acidity and a bright, warm, sun-drenched aftertaste. Drink now.",NA,85,12,"Provence","Côtes de Provence",NA,"Roger Voss","@vossroger","Barton & Guestier 2011 Rosé (Côtes de Provence)","Rosé","Barton & Guestier","1",1.25
"76",24151,"Austria","Ripe and creamy, this is full of rich pear and green plum fruit. It has weight and is layered with acidity, with a spice note and a taut, mineral texture. This is complex and age worthy.","Wechselberg",92,20,"Kamptal",NA,NA,"Roger Voss","@vossroger","Eichinger 2011 Wechselberg Grüner Veltliner (Kamptal)","Grüner Veltliner","Eichinger","3",3
"77",129368,"US","A big, strong Chardonnay that's impressive for it's sheer power. This offers in-your-face flavors of pineapple and apricot jam and oak. It's rich and opulent, but lacks some delicacy and grace. Drink now.","Estate Block K-1",87,38,"California","Santa Lucia Highlands","Central Coast",NA,NA,"McIntyre Vineyards 2010 Estate Block K-1 Chardonnay (Santa Lucia Highlands)","Chardonnay","McIntyre Vineyards","2",1.75
"78",80662,"Spain","Meaty, rubbery aromas of berry fruits come with hints of minty green and lemony oak. This feels wide and tannic on the palate, with ripe, oaky flavors of berry, cassis, vanilla and licorice. A creamy palate is healthy and completes the wine in fine fashion; drink through 2020.","Reserva",91,30,"Northern Spain","Ribera del Duero",NA,"Michael Schachner","@wineschach","Viña Mayor 2008 Reserva  (Ribera del Duero)","Tempranillo","Viña Mayor","3",2.75
"79",51117,"Chile","Nice throughout. It begins with fresh aromas of lime and pineapple, which are backed by flavors of generic citrus and more pineapple. It's wet, agile and shows good acidity and balance. This is no superstar SB, but for crispness and freshness it more than gets the job done.","Expresión Reserve",87,NA,"Casablanca Valley",NA,NA,"Michael Schachner","@wineschach","Villard 2008 Expresión Reserve Sauvignon Blanc (Casablanca Valley)","Sauvignon Blanc","Villard","2",1.75
"80",75948,"US","This shows the Diamond Creek signature of dryness, mountain tannins and voluptuously ripe, concentrated fruit. It's dense in blackberry jam and cassis flavors, with firm minerality and a lush toast note from the oak. Near perfection in all of its parts, it possesses those hard-to-define qualities of balance and elegance. Wonderful as it is now, the tannins suggest aging it for many years.","Volcanic Hill",96,175,"California","Diamond Mountain District","Napa",NA,NA,"Diamond Creek 2009 Volcanic Hill Cabernet Sauvignon (Diamond Mountain District)","Cabernet Sauvignon","Diamond Creek","5",4
"81",36346,"US","This stone-soil, cool-climate region of Monterey is the perfect place to grow a German-style Riesling and keep the price down, because costs there aren't as high as in the North and South coasts. The wine is brilliantly crisp and off-dry, with savory honeysuckle, citrus, apple and mineral flavors, with even richer suggestions of tropical fruits.","White",88,13,"California","Arroyo Seco","Central Coast",NA,NA,"Fenestra 2006 White Riesling (Arroyo Seco)","Riesling","Fenestra","2",2
"82",37157,"Chile","Peach pit and apricot aromas are subdued. The palate is pulpy and fruity, with a light cut of acidity. Pithy flavors of orange and quince end with minor notes of bitterness and greens.",NA,85,10,"Central Valley",NA,NA,"Michael Schachner","@wineschach","Alto Los Romeros 2015 Sauvignon Blanc (Central Valley)","Sauvignon Blanc","Alto Los Romeros","1",1.25
"83",110059,"US","Brown sugar dots itself around grippy tannin and black fruit, cedar never far behind on the senses. Resolved, firm tannins balance against a brightness of acidity that manifests in a citrus-tinged finish. Drink now through 2023.",NA,92,65,"California","Rutherford","Napa","Virginie Boone","@vboone","Martin Ray 2013 Cabernet Sauvignon (Rutherford)","Cabernet Sauvignon","Martin Ray","3",3
"84",36006,"US","Sonas is half Merlot, 33% Cabernet Sauvignon, and the rest Cabernet Franc. It has graham cracker scents and flavors, and a soft, smooth mouthfeel. The red plum fruit is swathed in plenty of mocha flavors; a most enjoyable, unpretentious wine.","Sonas",88,45,"Washington","Yakima Valley","Columbia Valley","Paul Gregutt","@paulgwine ","O•S Winery 2010 Sonas Red (Yakima Valley)","Bordeaux-style Red Blend","O•S Winery","2",2
"85",100583,"US","An easy white wine that shows brisk acidity supporting well-ripened fruit flavors that are a little sweet. Pears, citrus fruits, green apples, figs, vanilla and white peppers flood the mouth, wrapped into a creamy, honeyed richness.",NA,85,20,"California","Solano County","North Coast",NA,NA,"Cosentino 2007 Pinot Grigio (Solano County)","Pinot Grigio","Cosentino","1",1.25
"86",94715,"US","Dynamic on the nose, this late-harvest wine, which was subjected to botrytis, shows concentrated honey syrup, cement-like minerality, Key lime pith and a petrol character. The palate delivers a lot of energy and tension, with lime zest cutting across concentrated apple flavors.","Lafond Vineyard Late Harvest",91,32,"California","Sta. Rita Hills","Central Coast","Matt Kettmann","@mattkettmann","Lafond 2013 Lafond Vineyard Late Harvest Riesling (Sta. Rita Hills)","Riesling","Lafond","3",2.75
"87",4330,"Spain","Smells and tastes semisweet, with vanilla and molasses on the nose. The palate runs sweet as well, with root beer, brown sugar and brownie flavors. It's enjoyable and made right, but with less acidity and cut than many Sherries. Finishes with a mocha blast and some grabby thickness.","Oloroso",88,25,"Andalucia","Jerez",NA,"Michael Schachner","@wineschach","Bodegas Dios Baco S.L. NV Oloroso Sherry (Jerez)","Sherry","Bodegas Dios Baco S.L.","2",2
"88",37646,"France","Overripe, this seems like an oddly structured wine. The fruit is buried under the wood influence and tannins, which introduce a licorice character.",NA,87,NA,"Bordeaux","Saint-Émilion",NA,"Roger Voss","@vossroger","Château Clos de Sarpe 2008  Saint-Émilion","Bordeaux-style Red Blend","Château Clos de Sarpe","2",1.75
"89",96820,"France","A selection from the best parcels gives a rich, full-bodied and wood-aged white wine. With tropical fruit flavors laced with lemon zest, it's both concentrated and fresh. Impressive wine for aging over 2–3 years and definitely to be drunk with food.","Mirabelle",90,19,"Southwest France","Bergerac Sec",NA,"Roger Voss","@vossroger","Château de la Jaubertie 2011 Mirabelle White (Bergerac Sec)","Bordeaux-style White Blend","Château de la Jaubertie","3",2.5
"90",73252,"Argentina","Ripe, jammy aromas of smashed blueberry are elevated by hints of herbs and cola. A layered and lively mouthfeel is a big plus on this plot-selection Malbec, while blackberry, herb and smoked-meat flavors finish firm fresh and with depth. Drink through 2022.","Single Vineyard Plot No 21",92,50,"Mendoza Province","Mendoza",NA,"Michael Schachner","@wineschach","Salentein 2012 Single Vineyard Plot No 21 Malbec (Mendoza)","Malbec","Salentein","3",3
"91",23553,"Argentina","A little burnt and rubbery on the nose, but with enough lemon and apple to balance things out. The palate is fleshy and soft, with banana and lemon as the lead flavors. Shows a bit of pithy bitterness late, but overall it's good if you like sweet, warm Chardonnays.",NA,84,10,"Mendoza Province","Mendoza",NA,"Michael Schachner","@wineschach","Bodega Norton 2009 Chardonnay (Mendoza)","Chardonnay","Bodega Norton","1",1
"92",54597,"Italy","Here's a simple, no-fuss Prosecco Extra Dry with an interesting herbal component that recalls dried oregano or hay. There's peach and citrus fruit at the back that is carried forward by spicy effervescence. The mouthfeel is thin and tonic.","Extra Dry",84,12,"Veneto","Prosecco di Conegliano e Valdobbiadene",NA,NA,NA,"Terra Serena NV Extra Dry  (Prosecco di Conegliano e Valdobbiadene)","Prosecco","Terra Serena","1",1
"93",90550,"France","This four-variety blend shows that crisp, refreshing white wines can emerge from the Southern Rhône. Hints of pineapple, pear and mandarin orange mark this medium-bodied white. Drink now–2016.","Camp Romain",88,16,"Rhône Valley","Côtes du Rhône Villages",NA,"Joe Czerwinski","@JoeCz","Laudun Chusclan 2013 Camp Romain White (Côtes du Rhône Villages)","Rhône-style White Blend","Laudun Chusclan","2",2
"94",57066,"Israel","Dark garnet in the glass, this wine has a bouquet of black cherry, vanilla and anise. Flavors of black cherry, raspberry, chocolate and violet roll on the tongue amidst almost chewy tannins that are kept in check by bright acidity. There is a strong note of cranberry on the finish and a touch of chocolate on the post-palate.","Classic",89,12,"Negev",NA,NA,"Mike DeSimone","@worldwineguys","Barkan 2013 Classic Pinot Noir (Negev)","Pinot Noir","Barkan","2",2.25
"95",10603,"US","Big flavors, lots of body and a smooth, almost thick texture make this a bold wine, yet it also has good underlying acidity to keep it from being heavy. The aroma is quite earthy when first uncorked but that goes away with airing and the buttery and ripe fruit flavors come through and stay lingering on the finish.",NA,91,22,"California","Lake County",NA,"Jim Gordon","@gordone_cellars","Chacewater 2014 Chardonnay (Lake County)","Chardonnay","Chacewater","3",2.75
"96",118012,"Italy","Aromas of ripe orchard fruit, Mediterranean herb and toasted hazelnut lead the nose while the bright palate offers green pear, peach, unripe apricot and bitter almond. A mineral note signals the close.","Novaserra",89,25,"Southern Italy","Greco di Tufo",NA,"Kerin O’Keefe","@kerinokeefe","Mastroberardino 2015 Novaserra  (Greco di Tufo)","Greco","Mastroberardino","2",2.25
"97",45991,"Portugal","The estate wine from Mouchão is always a great wine. This latest release, almost black in color and five-years-old, is hugely rich, powered by black fruits and juicy acidity. Made principally from Alicante Bouschet, it shows the power and the aging potential of this variety in the Alentejo. This wine, foot-trodden in open stone lagars, is destined for much longer aging. Drink at the earliest in 2021.",NA,97,75,"Alentejo",NA,NA,"Roger Voss","@vossroger","Mouchão 2012 Red (Alentejo)","Portuguese Red","Mouchão","5",4.25
"98",87829,"Italy","Dark, inky and brooding, this thickly extracted Brunello shows thick layers of ripe cherry, crème de cassis and blackberry with background tones of rum cake, ground clove, cola, leather and fresh tobacco. There's a meaty element of bresaola or smoked bacon as well.",NA,88,36,"Tuscany","Brunello di Montalcino",NA,NA,NA,"Casa Raia 2007  Brunello di Montalcino","Sangiovese Grosso","Casa Raia","2",2
"99",58853,"Italy","Enticing aromas of crushed rose, red berry, wild mint, menthol and a hint of oak come together. The linear, focused palate offers raw red cherry, strawberry, white pepper, licorice and chopped sage accompanied by tightly knit, close-grained tannins and bright acidity. Drink 2019–2026.","Parej",91,85,"Piedmont","Barolo",NA,"Kerin O’Keefe","@kerinokeefe","Icardi 2011 Parej  (Barolo)","Nebbiolo","Icardi","3",2.75
"100",33826,"New Zealand","Imported by JL Giguiere.",NA,88,16,"Marlborough",NA,NA,"Joe Czerwinski","@JoeCz","Chasing Venus 2007 Sauvignon Blanc (Marlborough)","Sauvignon Blanc","Chasing Venus","2",2
"101",17262,"Argentina","Woody and smelling of sawdust early, this four-grape blend eases toward roasted berry, cassis, herbal plum and molten chocolate. It's massive and structured, with a big-boned skeleton and heat on the leathery, roasted finish due to 15.5% alcohol. Big, fiery, saucy and lusty, but short on refinement and elegance.","Atemporal",89,25,"Mendoza Province","Mendoza",NA,"Michael Schachner","@wineschach","Alta Vista 2008 Atemporal Red (Mendoza)","Red Blend","Alta Vista","2",2.25
"102",109529,"Spain","This is not fresh or fruity; in fact, the nose is nutty and muddied, with a rough, angular mouthfeel and flavors of peanut, vanilla and leathery raspberry.","V",80,40,"Northern Spain","Vino de Calidad de Valtiendas",NA,"Michael Schachner","@wineschach","Vivencias 2008 V Tempranillo (Vino de Calidad de Valtiendas)","Tempranillo","Vivencias","0",0
